frase_limpa,classe,fonte,frase
aplicativos de edição permitem adicionar texto em imagens,Neutra,ChatGPT,Aplicativos de edição permitem adicionar texto em imagens.
gasta todo o meu pacote de dados da internet em minutos,Negativa,Gemini,Gasta todo o meu pacote de dados da internet em minutos.
o sistema de conquistas recompensa o usuário do aplicativo por completar desafios específicos,Neutra,Gemini,O sistema de conquistas recompensa o usuário do aplicativo por completar desafios específicos.
aplicativos de hotelaria permitem reservas e checkin online,Neutra,Claude,Aplicativos de hotelaria permitem reservas e check-in online.
um projeto muito bem executado do início ao fim,Positiva,Gemini,Um projeto muito bem executado do início ao fim.
gostei muito da facilidade para encontrar as funções,Positiva,ChatGPT,Gostei muito da facilidade para encontrar as funções.
o olx é um aplicativo de anúncios classificados muito utilizado no brasil,Neutra,Claude,O OLX é um aplicativo de anúncios classificados muito utilizado no Brasil.
gostei bastante da velocidade e praticidade do app,Positiva,ChatGPT,Gostei bastante da velocidade e praticidade do app.
aplicativos de autenticação geram tokens ou códigos numéricos temporários baseados em tempo para acesso seguro,Neutra,Gemini,Aplicativos de autenticação geram tokens ou códigos numéricos temporários baseados em tempo para acesso seguro.
a comunidade de usuários dentro do app é muito prestativa,Positiva,Gemini,A comunidade de usuários dentro do app é muito prestativa.
o backup em nuvem me dá muita segurança e tranquilidade,Positiva,Gemini,O backup em nuvem me dá muita segurança e tranquilidade.
não consigo ver o extrato completo de transações antigas,Negativa,Claude,Não consigo ver o extrato completo de transações antigas.
frameworks como flutter e react native permitem criar apps multiplataforma,Neutra,Gemini,Frameworks como Flutter e React Native permitem criar apps multiplataforma.
o uber está presente em mais de países,Neutra,Claude,O Uber está presente em mais de 70 países.
o aplicativo não mantém a sessão ativa,Negativa,ChatGPT,O aplicativo não mantém a sessão ativa.
controles parentais completos e fáceis de configurar rapidamente,Positiva,Claude,Controles parentais completos e fáceis de configurar rapidamente.
a estabilidade geral é muito baixa,Negativa,ChatGPT,A estabilidade geral é muito baixa.
a área de membros premium está cheia de bugs também,Negativa,Claude,A área de membros premium está cheia de bugs também.
excelente aplicativo para melhorar a produtividade diária,Positiva,ChatGPT,Excelente aplicativo para melhorar a produtividade diária.
aplicativo leve e extremamente rápido no celular,Positiva,ChatGPT,Aplicativo leve e extremamente rápido no celular.
o aplicativo ocupa espaço demais no celular sem necessidade,Negativa,ChatGPT,O aplicativo ocupa espaço demais no celular sem necessidade.
o aplicativo duplica pedidos ao clicar no botão rapidamente,Negativa,Claude,O aplicativo duplica pedidos ao clicar no botão rapidamente.
as atualizações de aplicativos geralmente incluem correções de bugs,Neutra,Gemini,As atualizações de aplicativos geralmente incluem correções de bugs.
aplicativos de doação permitem contribuir financeiramente para causas sociais,Neutra,Claude,Aplicativos de doação permitem contribuir financeiramente para causas sociais.
as categorias do menu estão completamente desorganizadas,Negativa,Claude,As categorias do menu estão completamente desorganizadas.
o aplicativo consome muitos dados móveis desnecessariamente,Negativa,ChatGPT,O aplicativo consome muitos dados móveis desnecessariamente.
aplicativo excelente e com interface muito bonita,Positiva,ChatGPT,Aplicativo excelente e com interface muito bonita.
o aplicativo apresenta lentidão excessiva ao digitar,Negativa,ChatGPT,O aplicativo apresenta lentidão excessiva ao digitar.
excelente experiência desde o primeiro acesso,Positiva,ChatGPT,Excelente experiência desde o primeiro acesso.
aplicativos de escaneamento convertem documentos físicos em arquivos digitais,Neutra,Claude,Aplicativos de escaneamento convertem documentos físicos em arquivos digitais.
notificações de leitura indicam se a mensagem foi visualizada pelo destinatário,Neutra,Gemini,Notificações de leitura indicam se a mensagem foi visualizada pelo destinatário.
a visualização em formato de calendário organiza minha semana toda,Positiva,Gemini,A visualização em formato de calendário organiza minha semana toda.
a opção de salvar favoritos é muito prática e eficiente,Positiva,Gemini,A opção de salvar favoritos é muito prática e eficiente.
a experiência geral é frustrante e instável,Negativa,ChatGPT,A experiência geral é frustrante e instável.
alguns aplicativos utilizam serviços em nuvem,Neutra,ChatGPT,Alguns aplicativos utilizam serviços em nuvem.
a tela de carregamento aparece desnecessariamente em cada transição,Negativa,Claude,A tela de carregamento aparece desnecessariamente em cada transição.
prometem mundos e fundos na descrição tudo mentira,Negativa,Gemini,"Prometem mundos e fundos na descrição, tudo mentira."
o aplicativo apresenta falhas constantes de carregamento,Negativa,ChatGPT,O aplicativo apresenta falhas constantes de carregamento.
conquistas e recompensas dentro do app tornam tudo mais divertido,Positiva,Claude,Conquistas e recompensas dentro do app tornam tudo mais divertido.
o contraste das cores na tela facilita muito a visualização,Positiva,Gemini,O contraste das cores na tela facilita muito a visualização.
métricas em tempo real muito úteis para acompanhar resultados,Positiva,Claude,Métricas em tempo real muito úteis para acompanhar resultados.
a facilidade de cadastro me ganhou nos primeiros minutos,Positiva,Gemini,A facilidade de cadastro me ganhou nos primeiros minutos.
excelente aplicativo rápido e sem anúncios excessivos,Positiva,ChatGPT,"Excelente aplicativo, rápido e sem anúncios excessivos."
um verdadeiro assistente pessoal disfarçado de aplicativo,Positiva,Gemini,Um verdadeiro assistente pessoal disfarçado de aplicativo.
aplicativos multiplataforma podem ser executados em diferentes sistemas operacionais,Neutra,Gemini,Aplicativos multiplataforma podem ser executados em diferentes sistemas operacionais.
scanners de documentos utilizam a câmera para digitalizar papéis em formato pdf,Neutra,Gemini,Scanners de documentos utilizam a câmera para digitalizar papéis em formato PDF.
aplicativos de reconhecimento de voz convertem fala em texto,Neutra,Claude,Aplicativos de reconhecimento de voz convertem fala em texto.
a tela de boasvindas aparece toda vez que abro o app,Negativa,Claude,A tela de boas-vindas aparece toda vez que abro o app.
app com curva de aprendizado baixa mas profundidade de recursos alta,Positiva,Claude,App com curva de aprendizado baixa mas profundidade de recursos alta.
gestos intuitivos que tornam a navegação muito mais rápida,Positiva,Claude,Gestos intuitivos que tornam a navegação muito mais rápida.
as atualizações obrigatórias são irritantes e frequentes,Negativa,ChatGPT,As atualizações obrigatórias são irritantes e frequentes.
o google docs permite edição colaborativa de documentos em tempo real,Neutra,Claude,O Google Docs permite edição colaborativa de documentos em tempo real.
sem anúncios intrusivos a experiência de uso é limpa,Positiva,Claude,"Sem anúncios intrusivos, a experiência de uso é limpa."
gostei bastante da praticidade oferecida pelo sistema,Positiva,ChatGPT,Gostei bastante da praticidade oferecida pelo sistema.
permissões de aplicativos determinam quais recursos do dispositivo podem ser acessados,Neutra,Claude,Permissões de aplicativos determinam quais recursos do dispositivo podem ser acessados.
não atualizem o aplicativo parou de funcionar completamente,Negativa,Gemini,Não atualizem! O aplicativo parou de funcionar completamente.
o detransp possui aplicativo para consulta de pontos na habilitação,Neutra,Claude,O Detran.SP possui aplicativo para consulta de pontos na habilitação.
gostei muito da praticidade e simplicidade oferecidas,Positiva,ChatGPT,Gostei muito da praticidade e simplicidade oferecidas.
o app não funciona com vpn ativada sem nenhuma explicação,Negativa,Claude,O app não funciona com VPN ativada sem nenhuma explicação.
impossível compartilhar conteúdo botão de compartilhar não funciona,Negativa,Claude,"Impossível compartilhar conteúdo, botão de compartilhar não funciona."
o aplicativo entrega exatamente o que promete,Positiva,ChatGPT,O aplicativo entrega exatamente o que promete.
gostei bastante da interface limpa e moderna,Positiva,ChatGPT,Gostei bastante da interface limpa e moderna.
botão de voltar fecha o app inteiro em vez de retornar à tela,Negativa,Claude,Botão de voltar fecha o app inteiro em vez de retornar à tela.
o design minimalista é exatamente o que eu procurava,Positiva,Gemini,O design minimalista é exatamente o que eu procurava.
o ícone do aplicativo é a imagem gráfica que o representa na tela inicial,Neutra,Gemini,O ícone do aplicativo é a imagem gráfica que o representa na tela inicial.
o registro de ingestão de água é uma funcionalidade comum em aplicativos de saúde,Neutra,Gemini,O registro de ingestão de água é uma funcionalidade comum em aplicativos de saúde.
aplicativo excelente para otimizar minha rotina diária,Positiva,ChatGPT,Aplicativo excelente para otimizar minha rotina diária.
avaliações com notas numéricas e textos auxiliam na escolha de acomodações nos aplicativos de viagem,Neutra,Gemini,Avaliações com notas numéricas e textos auxiliam na escolha de acomodações nos aplicativos de viagem.
o modo de leitura distorce completamente o layout dos artigos,Negativa,Claude,O modo de leitura distorce completamente o layout dos artigos.
aplicativos de escaneamento de código de barras identificam produtos pelo ean,Neutra,Claude,Aplicativos de escaneamento de código de barras identificam produtos pelo EAN.
a nova interface pósatualização é um desastre completo,Negativa,Gemini,A nova interface pós-atualização é um desastre completo.
excelente estabilidade e ótimo desempenho geral,Positiva,ChatGPT,Excelente estabilidade e ótimo desempenho geral.
o suporte a diferentes idiomas pode ser configurado dentro do aplicativo,Neutra,Gemini,O suporte a diferentes idiomas pode ser configurado dentro do aplicativo.
propaganda enganosa disseram que era totalmente grátis,Negativa,Gemini,"Propaganda enganosa, disseram que era totalmente grátis."
a navegação é pouco fluida e confusa,Negativa,ChatGPT,A navegação é pouco fluida e confusa.
o salesforce possui aplicativo móvel para acesso ao crm em campo,Neutra,Claude,O Salesforce possui aplicativo móvel para acesso ao CRM em campo.
aplicativo moderno e muito bem estruturado,Positiva,ChatGPT,Aplicativo moderno e muito bem estruturado.
carteiras de criptomoedas mantêm os saldos de ativos digitais protegidos localmente por chaves privadas,Neutra,Gemini,Carteiras de criptomoedas mantêm os saldos de ativos digitais protegidos localmente por chaves privadas.
o modo escuro deste aplicativo é o mais bonito que já vi,Positiva,Gemini,O modo escuro deste aplicativo é o mais bonito que já vi.
gostei muito da simplicidade e eficiência do app,Positiva,ChatGPT,Gostei muito da simplicidade e eficiência do app.
políticas de privacidade detalham como os dados do usuário são coletados e armazenados,Neutra,Gemini,Políticas de privacidade detalham como os dados do usuário são coletados e armazenados.
o aplicativo apresenta muitos erros após atualizações,Negativa,ChatGPT,O aplicativo apresenta muitos erros após atualizações.
